time (fs),deltaI
204.493591,-2.754267264
204.43639,-3.545724672
204.379189,-4.231654426
204.3219881,-4.601001216
204.2647871,-5.445222451
204.2075861,-6.183916032
204.1503852,-6.711554304
204.0931842,-6.553262822
204.0359832,-6.02562455
203.9787823,-5.445222451
203.9215813,-4.70652887
203.8643803,-3.915071462
203.8071793,-2.543211955
203.7499784,-0.907533312
203.6927774,0.517090022
203.6355764,1.730658048
203.5783755,2.574879283
203.5211745,3.260809037
203.4639735,3.630155827
203.4067726,3.841211136
203.3495716,2.785934592
203.2923706,1.572366566
203.2351697,-0.116075904
203.1779687,-1.540699238
203.1207677,-2.965322573
203.0635668,-4.70652887
203.0063658,-6.131152205
202.9491648,-7.080901094
202.8919639,-7.080901094
202.8347629,-6.658790477
202.7775619,-6.131152205
202.7203609,-5.445222451
202.66316,-4.812056525
202.605959,-3.598488499
202.548758,-2.384920474
202.4915571,-1.276880102
202.4343561,-0.907533312
202.3771551,-0.802005658
202.3199542,-0.854769485
202.2627532,-0.802005658
202.2055522,-1.171352448
202.1483513,-2.279392819
202.0911503,-3.38743319
202.0339493,-4.284418253
201.9767484,-5.075875661
201.9195474,-5.972860723
201.8623464,-6.97537344
201.8051455,-7.977886157
201.7479445,-8.66381591
201.6907435,-8.347232947
201.6335425,-7.977886157
201.5763416,-7.555775539
201.5191406,-6.97537344
201.4619396,-6.183916032
201.4047387,-4.653765043
201.3475377,-3.0180864
201.2903367,-1.487935411
201.2331358,-0.37989504
201.1759348,0.675381504
201.1187338,1.836185702
201.0615329,2.522115456
201.0043319,2.944226074
200.9471309,2.363823974
200.88993,1.255783603
200.832729,0.200507059
200.775528,-0.907533312
200.718327,-2.173865165
200.6611261,-3.704016154
200.6039251,-4.917584179
200.5467241,-5.65627776
200.4895232,-5.497986278
200.4323222,-5.234167142
200.3751212,-4.917584179
200.3179203,-4.548237389
200.2607193,-3.756779981
200.2035183,-2.595975782
200.1463174,-1.593463066
200.0891164,-0.854769485
200.0319154,-1.013060966
199.9747145,-1.013060966
199.9175135,-1.171352448
199.8603125,-1.32964393
199.8031116,-2.015573683
199.7459106,-3.176377882
199.6887096,-4.126126771
199.6315086,-5.075875661
199.5743077,-5.65627776
199.5171067,-6.60602665
199.4599057,-7.92512233
199.4027048,-8.980398874
199.3455038,-9.877383936
199.2883028,-10.03567542
199.2311019,-10.24673073
199.1739009,-9.98291159
199.1166999,-9.6135648
199.059499,-8.558288256
199.002298,-6.869845786
198.945097,-5.023111834
198.8878961,-3.38743319
198.8306951,-2.332156646
198.7734941,-1.013060966
198.7162932,0.200507059
198.6590922,1.097492122
198.6018912,1.203019776
198.5446902,0.728145331
198.4874893,0.042215578
198.4302883,-0.74924183
198.3730873,-1.382407757
198.3158864,-2.64873961
198.2586854,-4.073362944
198.2014844,-5.181403315
198.1442835,-5.65627776
198.0870825,-5.603513933
198.0298815,-5.181403315
197.9726806,-4.601001216
197.9154796,-3.809543808
197.8582786,-2.437684301
197.8010777,-0.802005658
197.7438767,0.517090022
197.6866757,1.203019776
197.6294748,1.466838912
197.5722738,1.88894953
197.5150728,2.100004838
197.4578718,2.100004838
197.4006709,1.519602739
197.3434699,0.56985385
197.2862689,-0.327131213
197.229068,-1.32964393
197.171867,-2.173865165
197.114666,-3.651252326
197.0574651,-5.339694797
197.0002641,-6.922609613
196.9430631,-7.819594675
196.8858622,-8.29446912
196.8286612,-8.769343565
196.7714602,-8.769343565
196.7142593,-8.452760602
196.6570583,-7.239192576
196.5998573,-5.550750106
196.5426564,-4.020599117
196.4854554,-2.859794918
196.4282544,-2.015573683
196.3710534,-0.854769485
196.3138525,-0.116075904
196.2566515,0.517090022
196.1994505,0.042215578
196.1422496,-0.643714176
196.0850486,-1.276880102
196.0278476,-1.910046029
195.9706467,-2.543211955
195.9134457,-3.651252326
195.8562447,-4.759292698
195.7990438,-5.392458624
195.7418428,-5.181403315
195.6846418,-4.653765043
195.6274409,-3.96783529
195.5702399,-3.334669363
195.5130389,-2.437684301
195.455838,-0.907533312
195.398637,0.411562368
195.341436,1.519602739
195.284235,1.836185702
195.2270341,2.363823974
195.1698331,2.838698419
195.1126321,3.313572864
195.0554312,3.366336691
194.9982302,2.574879283
194.9410292,1.783421875
194.8838283,0.675381504
194.8266273,-0.168839731
194.7694263,-1.32964393
194.7122254,-3.070850227
194.6550244,-4.70652887
194.5978234,-6.183916032
194.5406225,-6.869845786
194.4834215,-7.555775539
194.4262205,-8.136177638
194.3690195,-8.611052083
194.3118186,-8.347232947
194.2546176,-7.291956403
194.1974166,-6.078388378
194.1402157,-4.970348006
194.0830147,-4.126126771
194.0258137,-2.965322573
193.9686128,-1.910046029
193.9114118,-0.854769485
193.8542108,-0.432658867
193.7970099,-1.013060966
193.7398089,-1.751754547
193.6826079,-2.543211955
193.625407,-3.229141709
193.568206,-4.284418253
193.511005,-5.709041587
193.4538041,-6.817081958
193.3966031,-7.397484058
193.3394021,-7.186428749
193.2822011,-7.133664922
193.2250002,-6.764318131
193.1677992,-6.183916032
193.1105982,-5.28693097
193.0533973,-3.96783529
192.9961963,-2.859794918
192.9389953,-1.69899072
192.8817944,-1.013060966
192.8245934,0.094979405
192.7673924,1.203019776
192.7101915,2.152768666
192.6529905,2.416587802
192.5957895,2.100004838
192.5385886,1.677894221
192.4813876,1.150255949
192.4241866,0.780909158
192.3669857,-0.485422694
192.3097847,-1.910046029
192.2525837,-3.492960845
192.1953827,-4.70652887
192.1381818,-5.550750106
192.0809808,-6.500498995
192.0237798,-7.239192576
191.9665789,-7.819594675
191.9093779,-7.291956403
191.8521769,-6.500498995
191.794976,-5.181403315
191.737775,-4.126126771
191.680574,-3.123614054
191.6233731,-1.910046029
191.5661721,-0.590950349
191.5089711,0.358798541
191.4517702,0.094979405
191.3945692,-0.37989504
191.3373682,-1.32964393
191.2801673,-2.226628992
191.2229663,-3.334669363
191.1657653,-4.812056525
191.1085643,-6.236679859
191.0513634,-7.450247885
190.9941624,-7.872358502
190.9369614,-8.136177638
190.8797605,-8.241705293
190.8225595,-8.505524429
190.7653585,-8.611052083
190.7081576,-7.819594675
190.6509566,-6.817081958
190.5937556,-5.867333069
190.5365547,-4.864820352
190.4793537,-3.704016154
190.4221527,-2.121101338
190.3649518,-0.538186522
190.3077508,0.833672986
190.2505498,1.203019776
190.1933489,1.519602739
190.1361479,1.625130394
190.0789469,1.572366566
190.0217459,1.150255949
189.964545,0.094979405
189.907344,-1.171352448
189.850143,-2.437684301
189.7929421,-3.070850227
189.7357411,-3.809543808
189.6785401,-4.70652887
189.6213392,-5.445222451
189.5641382,-5.761805414
189.5069372,-5.28693097
189.4497363,-4.442709734
189.3925353,-3.492960845
189.3353343,-2.754267264
189.2781334,-1.593463066
189.2209324,-0.168839731
189.1637314,0.780909158
189.1065305,1.519602739
189.0493295,1.097492122
188.9921285,0.306034714
188.9349275,-0.485422694
188.8777266,-1.382407757
188.8205256,-2.595975782
188.7633246,-4.495473562
188.7061237,-6.183916032
188.6489227,-7.608539366
188.5917217,-8.136177638
188.5345208,-8.980398874
188.4773198,-9.560800973
188.4201188,-9.98291159
188.3629179,-9.877383936
188.3057169,-8.980398874
188.2485159,-8.29446912
188.191315,-7.186428749
188.134114,-6.500498995
188.076913,-5.075875661
188.019712,-3.492960845
187.9625111,-1.910046029
187.9053101,-0.802005658
187.8481091,-0.221603558
187.7909082,0.042215578
187.7337072,0.358798541
187.6765062,0.675381504
187.6193053,0.042215578
187.5621043,-1.013060966
187.5049033,-2.226628992
187.4477024,-2.965322573
187.3905014,-3.440197018
187.3333004,-4.073362944
187.2760995,-4.759292698
187.2188985,-5.023111834
187.1616975,-4.653765043
187.1044966,-3.651252326
187.0472956,-2.490448128
186.9900946,-1.435171584
186.9328936,-0.485422694
186.8756927,0.886436813
186.8184917,2.416587802
186.7612907,3.471864346
186.7040898,3.788447309
186.6468888,3.524628173
186.5896878,3.155281382
186.5324869,2.62764311
186.4752859,1.836185702
186.4180849,0.464326195
186.360884,-1.382407757
186.303683,-3.0180864
186.246482,-4.33718208
186.1892811,-5.339694797
186.1320801,-6.447735168
186.0748791,-7.450247885
186.0176782,-8.030649984
185.9604772,-7.872358502
185.9032762,-7.080901094
185.8460752,-6.553262822
185.7888743,-5.709041587
185.7316733,-5.181403315
185.6744723,-3.915071462
185.6172714,-2.701503437
185.5600704,-1.646226893
185.5028694,-1.224116275
185.4456685,-1.276880102
185.3884675,-1.276880102
185.3312665,-1.487935411
185.2740656,-1.69899072
185.2168646,-3.070850227
185.1596636,-4.389945907
185.1024627,-5.814569242
185.0452617,-6.500498995
184.9880607,-7.186428749
184.9308598,-8.030649984
184.8736588,-8.558288256
184.8164578,-8.66381591
184.7592568,-7.661303194
184.7020559,-6.289443686
184.6448549,-4.864820352
184.5876539,-3.598488499
184.530453,-2.226628992
184.473252,-0.432658867
184.416051,0.93920064
184.3588501,1.88894953
184.3016491,1.994477184
184.2444481,1.88894953
184.1872472,1.994477184
184.1300462,1.994477184
184.0728452,1.730658048
184.0156443,0.886436813
183.9584433,-0.063312077
183.9012423,-1.065824794
183.8440414,-1.540699238
183.7868404,-2.384920474
183.7296394,-3.440197018
183.6724384,-4.389945907
183.6152375,-4.812056525
183.5580365,-4.653765043
183.5008355,-4.231654426
183.4436346,-3.862307635
183.3864336,-3.809543808
183.3292326,-3.229141709
183.2720317,-2.437684301
183.2148307,-1.593463066
183.1576297,-0.854769485
183.1004288,-0.854769485
183.0432278,-0.696478003
182.9860268,-0.432658867
182.9288259,-0.168839731
182.8716249,-0.854769485
182.8144239,-2.06833751
182.757223,-3.651252326
182.700022,-5.28693097
182.642821,-6.711554304
182.58562,-8.188941466
182.5284191,-9.877383936
182.4712181,-10.774369
182.4140171,-11.03818813
182.3568162,-10.29949455
182.2996152,-9.24421801
182.2424142,-8.136177638
182.1852133,-7.239192576
182.1280123,-5.867333069
182.0708113,-4.284418253
182.0136104,-3.0180864
181.9564094,-1.857282202
181.8992084,-1.593463066
181.8420075,-1.013060966
181.7848065,-0.74924183
181.7276055,-0.221603558
181.6704045,-0.538186522
181.6132036,-1.224116275
181.5560026,-2.06833751
181.4988016,-3.123614054
181.4416007,-3.440197018
181.3843997,-4.389945907
181.3271987,-5.339694797
181.2699978,-6.078388378
181.2127968,-6.131152205
181.1555958,-5.65627776
181.0983949,-5.128639488
181.0411939,-4.601001216
180.9839929,-4.020599117
180.926792,-2.701503437
180.869591,-1.224116275
180.81239,0.253270886
180.7551891,1.414075085
180.6979881,2.047241011
180.6407871,2.785934592
180.5835861,3.20804521
180.5263852,3.524628173
180.4691842,2.416587802
180.4119832,0.780909158
180.3547823,-0.960297139
180.2975813,-2.595975782
180.2403803,-3.96783529
180.1831794,-5.603513933
180.1259784,-7.028137267
180.0687774,-8.188941466
180.0115765,-8.083413811
179.9543755,-7.714067021
179.8971745,-7.239192576
179.8399736,-6.711554304
179.7827726,-6.078388378
179.7255716,-4.864820352
179.6683707,-3.598488499
179.6111697,-2.490448128
179.5539687,-2.015573683
179.4967677,-1.804518374
179.4395668,-1.646226893
179.3823658,-1.487935411
179.3251648,-1.593463066
179.2679639,-2.332156646
179.2107629,-3.440197018
179.1535619,-4.284418253
179.096361,-4.864820352
179.03916,-5.392458624
178.981959,-6.131152205
178.9247581,-6.817081958
178.8675571,-7.239192576
178.8103561,-6.869845786
178.7531552,-6.289443686
178.6959542,-5.709041587
178.6387532,-4.917584179
178.5815523,-3.862307635
178.5243513,-2.173865165
178.4671503,-0.37989504
178.4099493,1.30854743
178.3527484,2.205532493
178.2955474,2.838698419
178.2383464,3.471864346
178.1811455,3.630155827
178.1239445,3.471864346
178.0667435,2.152768666
178.0095426,0.780909158
177.9523416,-0.538186522
177.8951406,-1.540699238
177.8379397,-2.595975782
177.7807387,-3.915071462
177.7235377,-4.970348006
177.6663368,-5.761805414
177.6091358,-5.65627776
177.5519348,-5.497986278
177.4947339,-5.234167142
177.4375329,-4.970348006
177.3803319,-4.020599117
177.3231309,-2.754267264
177.26593,-1.487935411
177.208729,-0.485422694
177.151528,-0.168839731
177.0943271,0.253270886
177.0371261,0.358798541
176.9799251,0.464326195
176.9227242,-0.168839731
176.8655232,-1.540699238
176.8083222,-2.807031091
176.7511213,-4.073362944
176.6939203,-4.759292698
176.6367193,-5.920096896
176.5795184,-7.186428749
176.5223174,-8.399996774
176.4651164,-9.033162701
176.4079155,-9.191454182
176.3507145,-9.138690355
176.2935135,-8.927635046
176.2363125,-8.611052083
176.1791116,-7.186428749
176.1219106,-5.28693097
176.0647096,-3.229141709
176.0075087,-1.69899072
175.9503077,-0.590950349
175.8931067,0.622617677
175.8359058,1.466838912
175.7787048,1.88894953
175.7215038,1.677894221
175.6643029,0.780909158
175.6071019,-0.221603558
175.5499009,-0.960297139
175.4927,-1.382407757
175.435499,-2.384920474
175.378298,-3.440197018
175.321097,-4.178890598
175.2638961,-4.495473562
175.2066951,-4.178890598
175.1494941,-4.020599117
175.0922932,-3.704016154
175.0350922,-3.334669363
174.9778912,-2.121101338
174.9206903,-0.74924183
174.8634893,0.56985385
174.8062883,1.466838912
174.7490874,1.941713357
174.6918864,2.416587802
174.6346854,2.680406938
174.5774845,2.680406938
174.5202835,1.836185702
174.4630825,0.622617677
174.4058816,-0.643714176
174.3486806,-1.804518374
174.2914796,-2.807031091
174.2342786,-4.231654426
174.1770777,-5.603513933
174.1198767,-6.97537344
174.0626757,-7.661303194
174.0054748,-7.92512233
173.9482738,-8.347232947
173.8910728,-8.558288256
173.8338719,-8.505524429
173.7766709,-7.503011712
173.7194699,-6.236679859
173.662269,-4.759292698
173.605068,-3.545724672
173.547867,-2.701503437
173.4906661,-1.593463066
173.4334651,-1.013060966
173.3762641,-0.643714176
173.3190632,-1.487935411
173.2618622,-2.490448128
173.2046612,-3.492960845
173.1474602,-4.284418253
173.0902593,-5.023111834
173.0330583,-6.236679859
172.9758573,-7.186428749
172.9186564,-7.92512233
172.8614554,-8.030649984
172.8042544,-7.608539366
172.7470535,-7.34472023
172.6898525,-6.764318131
172.6326515,-5.867333069
172.5754506,-4.284418253
172.5182496,-2.543211955
172.4610486,-0.854769485
172.4038477,0.411562368
172.3466467,1.519602739
172.2894457,2.680406938
172.2322448,3.577392
172.1750438,3.94673879
172.1178428,3.366336691
172.0606418,2.205532493
172.0034409,1.097492122
171.9462399,0.042215578
171.8890389,-1.487935411
171.831838,-3.440197018
171.774637,-5.075875661
171.717436,-6.500498995
171.6602351,-7.186428749
171.6030341,-7.608539366
171.5458331,-8.030649984
171.4886322,-8.188941466
171.4314312,-7.819594675
171.3742302,-6.553262822
171.3170293,-5.392458624
171.2598283,-4.073362944
171.2026273,-3.38743319
171.1454264,-2.384920474
171.0882254,-1.487935411
171.0310244,-0.854769485
170.9738234,-0.696478003
170.9166225,-1.593463066
170.8594215,-2.543211955
170.8022205,-3.598488499
170.7450196,-4.389945907
170.6878186,-5.550750106
170.6306176,-6.817081958
170.5734167,-7.661303194
170.5162157,-8.083413811
170.4590147,-7.819594675
170.4018138,-7.555775539
170.3446128,-7.291956403
170.2874118,-6.764318131
170.2302109,-5.814569242
170.1730099,-4.33718208
170.1158089,-2.807031091
170.058608,-1.382407757
170.001407,-0.37989504
169.944206,0.93920064
169.887005,2.25829632
169.8298041,3.102517555
169.7726031,3.313572864
169.7154021,2.838698419
169.6582012,2.205532493
169.6010002,1.361311258
169.5437992,0.56985385
169.4865983,-0.854769485
169.4293973,-2.437684301
169.3721963,-3.862307635
169.3149954,-4.70652887
169.2577944,-5.075875661
169.2005934,-5.392458624
169.1433925,-5.709041587
169.0861915,-5.761805414
169.0289905,-5.128639488
168.9717895,-4.231654426
168.9145886,-3.0180864
168.8573876,-2.015573683
168.8001866,-1.382407757
168.7429857,-0.37989504
168.6857847,0.411562368
168.6285837,0.780909158
168.5713828,0.411562368
168.5141818,-0.643714176
168.4569808,-1.751754547
168.3997799,-2.965322573
168.3425789,-4.126126771
168.2853779,-5.603513933
168.228177,-7.186428749
168.170976,-8.558288256
168.113775,-9.191454182
168.0565741,-9.24421801
167.9993731,-9.455273318
167.9421721,-9.402509491
167.8849711,-9.085926528
167.8277702,-8.030649984
167.7705692,-6.764318131
167.7133682,-5.550750106
167.6561673,-4.389945907
167.5989663,-3.38743319
167.5417653,-2.121101338
167.4845644,-0.74924183
167.4273634,0.253270886
167.3701624,0.464326195
167.3129615,0.411562368
167.2557605,0.306034714
167.1985595,0.094979405
167.1413586,-0.327131213
167.0841576,-1.435171584
167.0269566,-2.701503437
166.9697557,-3.862307635
166.9125547,-4.178890598
166.8553537,-4.495473562
166.7981527,-4.653765043
166.7409518,-4.601001216
166.6837508,-4.284418253
166.6265498,-3.070850227
