time (fs),deltaI
90.83526662,18.93166572
90.77806565,20.03970609
90.72086468,20.72563584
90.66366372,21.35880177
90.60646275,21.56985708
90.54926178,21.46432942
90.49206081,20.98945498
90.43485984,20.03970609
90.37765887,18.77337423
90.32045791,16.7683488
90.26325694,14.18292127
90.20605597,11.01709164
90.148855,7.323623731
90.09165403,3.366336691
90.03445306,-1.065824794
89.97725209,-5.550750106
89.92005113,-10.08843924
89.86285016,-14.36230925
89.80564919,-18.74170691
89.74844822,-22.69899395
89.69124725,-26.60351716
89.63404628,-29.92763827
89.57684532,-32.93517642
89.51964435,-35.30954865
89.46244338,-37.05075494
89.40524241,-38.26432297
89.34804144,-38.47537828
89.29084047,-38.05326766
89.2336395,-36.83969964
89.17643854,-35.25678482
89.11923757,-33.19899556
89.0620366,-31.03567864
89.00483563,-29.08341704
88.94763466,-27.0783916
88.89043369,-25.23165765
88.83323273,-23.22663222
88.77603176,-21.11607913
88.71883079,-19.00552604
88.66162982,-16.31457085
88.60442885,-13.41256036
88.54722788,-10.14120307
88.49002691,-6.60602665
88.43282595,-2.912558746
88.37562498,0.991964467
88.31842401,5.213070643
88.26122304,9.381412992
88.20402207,13.655283
88.1468211,17.98191683
88.08962014,21.83367621
88.03241917,25.42161646
87.9752182,28.53468227
87.91801723,30.90905449
87.86081626,32.75578844
87.80361529,33.6527735
87.74641432,33.6527735
87.68921336,32.8613161
87.63201239,31.43669276
87.57481142,29.22061202
87.51761045,26.8462398
87.46040948,23.83870164
87.40320851,20.2507614
87.34600755,16.45176584
87.28880658,12.28342349
87.23160561,7.798498176
87.17440464,3.577392
87.11720367,-0.538186522
87.0600027,-4.495473562
87.00280173,-8.030649984
86.94560077,-10.98542431
86.8883998,-13.72914332
86.83119883,-15.89246024
86.77399786,-17.9502495
86.71679689,-19.42763666
86.65959592,-20.95778765
86.60239496,-22.59346629
86.54519399,-24.28190876
86.48799302,-26.07587889
86.43079205,-27.55326605
86.37359108,-28.92512556
86.31639011,-29.76934679
86.25918914,-30.40251272
86.20198818,-30.34974889
86.14478721,-29.76934679
86.08758624,-28.34472346
86.03038527,-26.4979895
85.9731843,-23.85979814
85.91598333,-20.74673234
85.85878237,-17.15879209
85.8015814,-13.25426888
85.74438043,-8.66381591
85.68717946,-4.020599117
85.62997849,0.675381504
85.57277752,5.424125952
85.51557655,10.12010657
85.45837559,14.76332337
85.40117462,19.30101251
85.34397365,23.15277189
85.28677268,26.476893
85.22957171,29.27337585
85.17237074,31.22563745
85.11516977,32.49196931
85.05796881,32.70302461
85.00076784,32.22815017
84.94356687,30.90905449
84.8863659,29.32613967
84.82916493,27.53216955
84.77196396,25.42161646
84.714763,23.31106337
84.65756203,21.0422188
84.60036106,18.98442954
84.54316009,16.71558497
84.48595912,14.34121275
84.42875815,11.70302139
84.37155718,8.959302374
84.31435622,5.899000397
84.25715525,2.574879283
84.19995428,-1.224116275
84.14275331,-5.392458624
84.08555234,-9.877383936
84.02835137,-14.52060073
83.97115041,-19.16381752
83.91394944,-23.59597901
83.85674847,-27.76432136
83.7995475,-31.29949778
83.74234653,-34.2542721
83.68514556,-36.10100605
83.62794459,-37.05075494
83.57074363,-37.36733791
83.51354266,-36.99799112
83.45634169,-35.73165926
83.39914072,-33.72663383
83.34193975,-31.40502543
83.28473878,-28.60854259
83.22753782,-25.17889382
83.17033685,-21.32713444
83.11313588,-16.94773678
83.05593491,-12.30451999
82.99873394,-7.239192576
82.94153297,-2.543211955
82.884332,2.100004838
82.82713104,6.162819533
82.76993007,9.961815091
82.7127291,12.96935324
82.65552813,15.23819781
82.59832716,17.08493176
82.54112619,18.29849979
82.48392523,19.61759547
82.42672426,20.4618167
82.36952329,21.14774646
82.31232232,21.56985708
82.25512135,22.203023
82.19792038,22.7834251
82.14071941,22.99448041
82.08351845,23.10000806
82.02631748,22.57236979
81.96911651,21.99196769
81.91191554,20.77839967
81.85471457,18.93166572
81.7975136,16.45176584
81.74031264,12.86382559
81.68311167,8.801010893
81.6259107,3.893974963
81.56870973,-1.118588621
81.51150876,-6.60602665
81.45430779,-12.09346468
81.39710682,-17.3698474
81.33990586,-22.2241195
81.28270489,-26.60351716
81.22550392,-30.61356803
81.16830295,-33.93768914
81.11110198,-36.89246346
81.05390101,-39.05578038
80.99670005,-40.69145902
80.93949908,-41.32462495
80.88229811,-41.37738877
80.82509714,-40.74422285
80.76789617,-39.37236334
80.7106952,-37.47286556
80.65349423,-34.72914655
80.59629327,-31.82713605
80.5390923,-28.60854259
80.48189133,-25.28442148
80.42469036,-21.74924506
80.36748939,-18.37236012
80.31028842,-15.20653048
80.25308746,-12.46281147
80.19588649,-9.719092454
80.13868552,-7.133664922
80.08148455,-4.495473562
80.02428358,-1.69899072
79.96708261,1.30854743
79.90988164,4.474377062
79.85268068,8.009553485
79.79547971,11.70302139
79.73827874,15.55478077
79.68107777,19.14272102
79.6238768,22.36131448
79.56667583,25.05226967
79.50947487,26.89900362
79.4522739,28.53468227
79.39507293,28.85126523
79.33787196,28.42915461
79.28067099,27.11005893
79.22347002,25.31608881
79.16626905,23.15277189
79.10906809,20.30352522
79.05186712,17.08493176
78.99466615,13.49699151
78.93746518,9.856287437
78.88026421,6.162819533
78.82306324,2.100004838
78.76586227,-1.804518374
78.70866131,-5.972860723
78.65146034,-9.98291159
78.59425937,-13.72914332
78.5370584,-17.21155592
78.47985743,-20.37738555
78.42265646,-23.17386839
78.3654555,-25.38994913
78.30825453,-27.18391926
78.25105356,-28.34472346
78.19385259,-29.34723617
78.13665162,-30.13869358
78.07945065,-30.87738716
78.02224968,-31.29949778
77.96504872,-31.51055309
77.90784775,-31.45778926
77.85064678,-31.08844247
77.79344581,-30.71909568
77.73624484,-29.9804021
77.67904387,-28.71407025
77.62184291,-26.60351716
77.56464194,-23.80703432
77.50744097,-20.43014938
77.45024,-16.31457085
77.39303903,-11.56582641
77.33583806,-6.289443686
77.27863709,-0.802005658
77.22143613,4.843723853
77.16423516,10.38392571
77.10703419,15.55478077
77.04983322,20.30352522
76.99263225,24.31357609
76.93543128,27.47940572
76.87823032,29.9593056
76.82102935,32.01709486
76.76382838,33.23066289
76.70662741,34.07488412
76.64942644,34.07488412
76.59222547,33.6527735
76.5350245,32.49196931
76.47782354,30.85629066
76.42062257,28.48191844
76.3634216,25.73819942
76.30622063,22.41407831
76.24901966,19.0899572
76.19181869,15.76583608
76.13461773,12.65277028
76.07741676,9.592468301
76.02021579,6.426638669
75.96301482,3.577392
75.90581385,0.622617677
75.84861288,-2.226628992
75.79141191,-5.28693097
75.73421095,-8.66381591
75.67700998,-12.14622851
75.61980901,-15.68140493
75.56260804,-19.26934518
75.50540707,-22.96281308
75.4482061,-26.23417037
75.39100514,-29.45276383
75.33380417,-32.24924667
75.2766032,-34.62361889
75.21940223,-36.36482519
75.16220126,-37.1562826
75.10500029,-36.99799112
75.04779932,-35.57336778
74.99059836,-33.35728704
74.93339739,-30.19145741
74.87619642,-26.4979895
74.81899545,-22.11859185
74.76179448,-17.47537505
74.70459351,-12.67386678
74.64739255,-7.819594675
74.59019158,-3.334669363
74.53299061,1.30854743
74.47578964,5.529653606
74.41858867,9.80352361
74.3613877,13.44422769
74.30418673,16.87387645
74.24698577,19.77588695
74.1897848,22.51960596
74.13258383,24.78845053
74.07538286,26.42412918
74.01818189,27.69046103
73.96098092,28.32362696
73.90377996,28.48191844
73.84657899,28.27086313
73.78937802,27.84875251
73.73217705,27.0572951
73.67497608,25.79096325
73.61777511,24.63015905
73.56057414,23.04724424
73.50337318,21.51709325
73.44617221,19.51206781
73.38897124,17.24322324
73.33177027,14.23568509
73.2745693,11.01709164
73.21736833,7.218096077
73.16016737,2.62764311
73.1029664,-2.121101338
73.04576543,-7.503011712
72.98856446,-12.77939443
72.93136349,-18.00301332
72.87416252,-22.96281308
72.81696155,-27.39497457
72.75976059,-31.45778926
72.70255962,-34.72914655
72.64535865,-37.20904643
72.58815768,-38.68643359
72.53095671,-39.84723779
72.47375574,-40.00552927
72.41655477,-39.63618248
72.35935381,-38.73919741
72.30215284,-37.42010173
72.24495187,-35.83718692
72.1877509,-34.09598062
72.13054993,-32.03819136
72.07334896,-29.82211062
72.016148,-27.18391926
71.95894703,-24.22914493
71.90174606,-21.22160678
71.84454509,-18.16130481
71.78734412,-14.88994752
71.73014315,-11.67135406
71.67294218,-8.769343565
71.61574122,-6.02562455
71.55854025,-3.651252326
71.50133928,-1.118588621
71.44413831,1.519602739
71.38693734,4.52714089
71.32973637,7.851262003
71.27253541,11.43920225
71.21533444,15.13267016
71.15813347,18.82613806
71.1009325,22.41407831
71.04373153,25.42161646
70.98653056,27.79598868
70.92932959,28.95679288
70.87212863,29.27337585
70.81492766,28.58744609
70.75772669,27.11005893
70.70052572,24.63015905
70.64332475,21.46432942
70.58612378,17.55980621
70.52892282,13.33870003
70.47172185,8.748247066
70.41452088,4.105030272
70.35731991,-0.538186522
70.30011894,-4.864820352
70.24291797,-9.033162701
70.185717,-12.46281147
70.12851604,-15.73416876
70.07131507,-18.74170691
70.0141141,-21.32713444
69.95691313,-23.80703432
69.89971216,-25.97035123
69.84251119,-28.18643197
69.78531023,-29.76934679
69.72810926,-31.35226161
69.67090829,-32.24924667
69.61370732,-32.8824126
69.55650635,-33.19899556
69.49930538,-33.14623173
69.44210441,-32.93517642
69.38490345,-32.56582963
69.32770248,-32.14371901
69.27050151,-31.45778926
69.21330054,-30.77185951
69.15609957,-29.50552765
69.0988986,-27.97537667
69.04169764,-25.7065321
68.98449667,-22.59346629
68.9272957,-18.89999839
68.87009473,-14.30954542
68.81289376,-8.980398874
68.75569279,-3.123614054
68.69849182,2.944226074
68.64129086,8.959302374
68.58408989,14.81608719
68.52688892,20.09246991
68.46968795,25.15779732
68.41248698,29.06232054
68.35528601,32.01709486
68.29808505,34.12764795
68.24088408,35.3939798
68.18368311,36.13267338
68.12648214,36.07990956
68.06928117,35.60503511
68.0120802,34.44423091
67.95487923,33.33619054
67.89767827,31.80603955
67.8404773,29.85377795
67.78327633,27.42664189
67.72607536,24.57739523
67.66887439,21.46432942
67.61167342,17.87638917
67.55447246,14.4467404
67.49727149,10.59498102
67.44007052,7.112568422
67.38286955,3.471864346
67.32566858,0.042215578
67.26846761,-3.070850227
67.21126664,-6.342207514
67.15406568,-9.771856282
67.09686471,-13.25426888
67.03966374,-17.00050061
66.98246277,-20.85225999
66.9252618,-24.91507469
66.86806083,-28.55577876
66.81085987,-32.24924667
66.7536589,-35.09849334
66.69645793,-37.42010173
66.63925696,-38.79196124
66.58205599,-39.26683569
66.52485502,-38.84472507
66.46765405,-37.26181025
66.41045309,-34.88743803
66.35325212,-31.40502543
66.29605115,-27.44773839
66.23885018,-23.01557691
66.18164921,-18.10854098
66.12444824,-13.20150505
66.06724727,-8.29446912
66.01004631,-3.704016154
65.95284534,0.517090022
65.89564437,4.579904717
65.8384434,8.537191757
65.78124243,12.33618732
65.72404146,15.66030843
65.6668405,19.19548485
65.60963953,22.41407831
65.55243856,25.84372708
65.49523759,28.64020992
65.43803662,31.01458214
65.38083565,32.43920548
65.32363468,33.17789906
65.26643372,33.4417182
65.20923275,33.17789906
65.15203178,32.75578844
65.09483081,31.85880338
65.03762984,30.96181832
64.98042887,29.90654177
64.92322791,28.85126523
64.86602694,27.37387807
64.80882597,25.21056115
64.751625,22.15025917
64.69442403,18.35126362
64.63722306,13.97186596
64.58002209,8.85377472
64.52282113,2.944226074
64.46562016,-3.176377882
64.40841919,-9.666328627
64.35121822,-15.99798789
64.29401725,-21.96030036
64.23681628,-27.34221074
64.17961532,-32.24924667
64.12241435,-36.25929754
64.06521338,-39.37236334
64.00801241,-41.27186112
63.95081144,-42.27437384
63.89361047,-42.48542915
63.8364095,-42.32713766
63.77920854,-41.48291643
63.72200757,-39.84723779
63.6648066,-38.15879532
63.60760563,-36.36482519
63.55040466,-34.2542721
63.49320369,-31.93266371
63.43600273,-28.97788938
63.37880176,-25.7065321
63.32160079,-21.90753654
63.26439982,-17.84472184
63.20719885,-13.41256036
63.14999788,-8.822107392
63.09279691,-4.178890598
63.03559595,0.358798541
62.97839498,4.210557926
62.92119401,7.798498176
62.86399304,11.17538312
62.80679207,14.4467404
62.7495911,17.45427855
62.69239014,20.30352522
62.63518917,23.31106337
62.5779882,25.94925473
62.52078723,28.74573757
62.46358626,30.96181832
62.40638529,32.280914
62.34918432,32.80855227
62.29198336,32.43920548
62.23478239,31.22563745
62.17758142,29.11508436
62.12038045,26.10754621
62.06317948,22.04473152
62.00597851,17.50704238
61.94877755,12.54724262
61.89157658,7.218096077
61.83437561,1.677894221
61.77717464,-3.862307635
61.71997367,-9.033162701
61.6627727,-13.94019863
61.60557173,-18.5306516
61.54837077,-22.96281308
61.4911698,-27.0783916
61.43396883,-30.87738716
61.37676786,-34.46532741
61.31956689,-37.57839322
61.26236592,-40.63869519
61.20516496,-43.1713589
61.14796399,-45.33467581
61.09076302,-46.70653532
61.03356205,-47.60352038
60.97636108,-47.60352038
60.91916011,-47.28693742
60.86195914,-46.23166088
60.80475818,-44.59598223
60.74755721,-42.64372063
60.69035624,-40.42763988
60.63315527,-37.89497618
60.5759543,-34.99296568
60.51875333,-31.87989988
60.46155237,-28.45025111
60.4043514,-24.59849172
60.34715043,-20.43014938
60.28994946,-15.94522406
60.23274849,-10.93266048
60.17554752,-5.550750106
60.11834655,0.358798541
60.06114559,6.321111014
60.00394462,12.38895114
59.94674365,18.24573596
59.88954268,23.9442293
59.83234171,28.90402906
59.77514074,32.96684375
59.71793977,36.13267338
59.66073881,38.40151795
59.60353784,39.82614129
59.54633687,40.30101573
59.4891359,40.19548808
59.43193493,39.14021153
59.37473396,37.7155882
59.317533,35.71056276
59.26033203,33.12513523
59.20313106,30.11759708
59.14593009,26.74071214
59.08872912,22.67789745
59.03152815,18.45679127
58.97432718,13.76081065
58.91712622,8.801010893
58.85992525,3.366336691
58.80272428,-2.015573683
58.74552331,-7.714067021
58.68832234,-12.99044974
58.63112137,-18.05577715
58.57392041,-22.8045216
58.51671944,-26.86733629
58.45951847,-30.66633185
58.4023175,-33.67387
58.34511653,-36.52311667
58.28791556,-38.68643359
58.23071459,-40.8497505
58.17351363,-42.37990149
58.11631266,-43.59346952
58.05911169,-43.96281631
58.00191072,-43.48794186
57.94470975,-42.16884618
57.88750878,-39.6889463
57.83030782,-36.20653371
57.77310685,-31.66884457
57.71590588,-26.2869342
57.65870491,-20.32462172
57.60150394,-14.20401777
57.54430297,-7.819594675
57.487102,-1.32964393
57.42990104,4.685432371
57.37270007,10.48945336
57.3154991,15.81859991
57.25829813,20.72563584
57.20109716,25.42161646
57.14389619,29.48443116
57.08669523,33.23066289
57.02949426,36.71307548
56.97229329,40.0371966
56.91509232,43.04473475
56.85789135,45.73568993
56.80069038,47.68795154
56.74348941,49.21810253
56.68628845,50.00955994
56.62908748,49.95679611
56.57188651,49.21810253
56.51468554,47.63518771
56.45748457,45.31357932
56.4002836,42.46433265
56.34308264,39.40403067
56.28588167,36.02714573
56.2286807,32.01709486
56.17147973,27.95428017
56.11427876,23.25829955
56.05707779,18.35126362
55.99987682,12.54724262
55.94267586,6.268347187
